Gap,Rotation,freq (GHz)Freq,VSWR,S11dB,S21dB,S11,S21
2.8,70,4.065,13.07664062,-1.331057609,-6.434310635,-0.09461739261866366+0.8526871551486227i,-0.46775137722358223+0.09215577592918464i
2.8,70,4.07,13.13379374,-1.32524282,-6.454782124,-0.08527383550845669+0.8542495769416654i,-0.4655232137013225+0.09748507523001503i
2.8,70,4.075,13.19147947,-1.319425233,-6.475397551,-0.07590456576109483+0.8557104600788014i,-0.46322893696114165+0.10277588782306776i
2.8,70,4.08,13.24972913,-1.313602469,-6.496170302,-0.06650947858745938+0.8570697268793519i,-0.4608682985147009+0.1080279010302725i
2.8,70,4.085,13.30857502,-1.307772158,-6.517113804,-0.057088459561537803+0.8583272584702665i,-0.45844104262109664+0.11324076106298774i
2.8,70,4.09,13.36805034,-1.301931934,-6.538241513,-0.04764138680909956+0.8594828941258579i,-0.4559469089549518+0.11841407269687833i
2.8,70,4.095,13.42818929,-1.296079443,-6.559566893,-0.038168133233300025+0.8605364307140585i,-0.45338563527188896+0.1235473991068088i
2.8,70,4.1,13.48902704,-1.290212341,-6.581103399,-0.02866856877181584+0.8614876222512593i,-0.45075696006159316+0.1286402618599976i
2.8,70,4.105,13.55059979,-1.284328292,-6.602864463,-0.019142562679991627+0.8623361795674978i,-0.4480606251789157+0.13369214106504984i
2.8,70,4.11,13.6129448,-1.278424974,-6.624863477,-0.009589985834371558+0.8630817700834602i,-0.445296378443728+0.13870247567389063i
2.8,70,4.115,13.67610042,-1.272500074,-6.647113769,-1.071305091765477E-5+0.8637240177004581i,-0.44246397620054756+0.1436706639330478i
2.8,70,4.12,13.74010616,-1.26655129,-6.669628597,0.009595374587868034+0.864262502804215i,-0.4395631858292973+0.14859606398018926i
2.8,70,4.125,13.80500274,-1.260576328,-6.692421122,0.01922838740273582+0.8646967623830064i,-0.4365937881989428+0.15347799458131312i
2.8,70,4.13,13.87044539,-1.254608005,-6.715527423,0.02887501824285996+0.8650232382224495i,-0.43355723391459955+0.15830763896939082i
2.8,70,4.135,13.93624398,-1.248664025,-6.738621116,0.03851870455333222+0.8652405656382853i,-0.43047403521629357+0.1630812285850345i
2.8,70,4.14,14.00242234,-1.242742376,-6.761716825,0.048159379967618265+0.8653491212679301i,-0.42734413466885723+0.16779888282496366i
2.8,70,4.145,14.06900568,-1.236840997,-6.784829486,0.057797002997942465+0.8653492475841562i,-0.4241674475732259+0.17246067964711548i
2.8,70,4.15,14.13602058,-1.230957787,-6.80797433,0.0674315552264794+0.8652412515298149i,-0.4209438649743121+0.17706665403716387i
2.8,70,4.155,14.20349497,-1.225090609,-6.831166867,0.07706303942283063+0.8650254032363098i,-0.41767325674596795+0.18161679667250935i
2.8,70,4.16,14.2714581,-1.219237293,-6.854422874,0.08669147759173847+0.8647019348299415i,-0.4143554747396658+0.18611105278752707i
2.8,70,4.165,14.33994056,-1.213395647,-6.877758377,0.09631690895522316+0.8642710393300764i,-0.4109903559833441+0.1905493212429031i
2.8,70,4.17,14.40897422,-1.207563455,-6.90118963,0.10593938787358011+0.8637328696428441i,-0.4075777259167684+0.19493145380091598i
2.8,70,4.175,14.47859226,-1.201738488,-6.924733105,0.11555898170987561+0.8630875376538624i,-0.4041174016497207+0.19925725460754587i
2.8,70,4.18,14.54882916,-1.195918503,-6.948405466,0.12517576864281046+0.8623351134232569i,-0.400609195229384+0.20352647988134018i
2.8,70,4.185,14.61972066,-1.190101249,-6.972223555,0.134789835433004+0.8614756244859553i,-0.39705291690340205+0.20773883780799846i
2.8,70,4.19,14.69130382,-1.184284471,-6.99620437,0.14440127514794046+0.8605090552600088i,-0.3934483783652873+0.21189398863871414i
2.8,70,4.195,14.76361698,-1.178465912,-7.020365048,0.15401018485098666+0.8594353465653854i,-0.3897953959691008+0.2159915449893911i
2.8,70,4.2,14.83669978,-1.172643316,-7.044722841,0.16361666326003693+0.8582543952554057i,-0.3860937939006608+0.2200310723369732i
2.8,70,4.205,14.91059321,-1.16681443,-7.0692951,0.17322080838148543+0.8569660539626894i,-0.38234340729291627+0.2240120897082731i
2.8,70,4.21,14.9853396,-1.160977009,-7.09409925,0.18282271512533435+0.8555701309611627i,-0.3785440852735773+0.22793407055587286i
2.8,70,4.215,15.06098266,-1.155128811,-7.119152775,0.19242247290735365+0.8540663901453828i,-0.37469569393359003+0.2317964438149039i
2.8,70,4.22,15.13756752,-1.149267606,-7.144473192,0.2020201632442833+0.8524545511280913i,-0.37079811920560113+0.23559859513378664i
2.8,70,4.225,15.21514076,-1.143391171,-7.170078035,0.21161585734813715+0.8507342894565871i,-0.36685126964216447+0.23933986827134165i
2.8,70,4.23,15.29375051,-1.137497293,-7.195984831,0.2212096137257021+0.8489052369481865i,-0.36285507908408005+0.24301956665206217i
2.8,70,4.235,15.37344645,-1.131583769,-7.222211082,0.23080147578936255+0.8469669821446882i,-0.3588095092099423+0.24663695507078248i
2.8,70,4.24,15.45427992,-1.125648406,-7.248774244,0.2403914694853689+0.8449190708854417i,-0.35471455195869395+0.2501912615374623i
2.8,70,4.245,15.53630397,-1.119689018,-7.275691705,0.2499796009456594+0.8427610069982472i,-0.35057023181771557+0.253681679252376i
2.8,70,4.25,15.61957351,-1.113703428,-7.30298077,0.2595658541693133+0.840492253107029i,-0.3463766079697554+0.2571073687016037i
2.8,70,4.255,15.70361889,-1.107726701,-7.330724292,0.26913626935702917+0.8381127380451504i,-0.3421355827663921+0.2604597212683748i
2.8,70,4.26,15.78826045,-1.101772148,-7.35846609,0.27867362704112325+0.8356263767509147i,-0.33787195062951675+0.2637446805499131i
2.8,70,4.265,15.87352905,-1.09583795,-7.386225432,0.28817798082251106+0.8330335161056364i,-0.3335855106354561+0.26696229290865314i
2.8,70,4.27,15.95945738,-1.089922241,-7.414022049,0.2976493983066309+0.8303344610894554i,-0.3292760542527001+0.27011254560838865i
2.8,70,4.275,16.04608001,-1.084023113,-7.441876122,0.3070879588679273+0.8275294739410479i,-0.32494336956880976+0.2731953666607291i
2.8,70,4.28,16.13343337,-1.078138621,-7.469808254,0.3164937513631931+0.8246187734240422i,-0.3205872455030363+0.276210624951377i
2.8,70,4.285,16.22155569,-1.072266789,-7.497839449,0.32586687179898177+0.8216025342032904i,-0.31620747598539795+0.2791581306436268i
2.8,70,4.29,16.31048705,-1.066405619,-7.525991091,0.3352074209585121+0.81848088633388i,-0.31180386408326616+0.2820376358550612i
2.8,70,4.295,16.40026934,-1.060553088,-7.554284915,0.34451550199366854+0.815253914865477i,-0.3073762260569352+0.2848488356020517i
2.8,70,4.3,16.49094629,-1.054707161,-7.582742983,0.3537912179878797+0.8119216595643227i,-0.30292439532617593+0.2875913690053249i
2.8,70,4.305,16.58256344,-1.048865788,-7.611387662,0.36303466949579266+0.808484114754856i,-0.2984482263304046+0.29026482074856486i
2.8,70,4.31,16.67516819,-1.043026914,-7.64024159,0.37224595206582095+0.8049412292826541i,-0.2939475982658263+0.292868722780809i
2.8,70,4.315,16.76880978,-1.037188477,-7.669327659,0.3814251537517439+0.8012929066000354i,-0.28942241868374113+0.2954025562522207i
2.8,70,4.32,16.86353935,-1.031348415,-7.69866898,0.3905723526196385+0.7975390049753436i,-0.2848726269350955+0.29786575367175544i
2.8,70,4.325,16.95940993,-1.025504668,-7.728288858,0.3996876142565081+0.793679337826576i,-0.2802981974473621+0.30025770127422863i
2.8,70,4.33,17.05647652,-1.019655178,-7.758210769,0.4087709892870273+0.7897136741796789i,-0.2756991428208769+0.3025777415833849i
2.8,70,4.335,17.15479612,-1.013797894,-7.78845833,0.4178225109048593+0.7856417392514833i,-0.2710755167328821+0.3048251761567554i
2.8,70,4.34,17.25442777,-1.00793077,-7.81905527,0.4268421924250243+0.78146321515688i,-0.26642741663869945+0.30699926849736975i
2.8,70,4.345,17.35543267,-1.00205177,-7.850025411,0.43583002486379163+0.777177741739499i,-0.26175498626066523+0.30909924711676817i
2.8,70,4.35,17.4578742,-0.996158867,-7.881392634,0.4447859745525337+0.7727849175247629i,-0.2570584178567164+0.3111243087332542i
2.8,70,4.355,17.56181806,-0.990250041,-7.913180861,0.4537099807919532+0.7682843007938646i,-0.2523379542617853+0.313073621588916i
2.8,70,4.36,17.66733236,-0.984323284,-7.945414024,0.4626019535530063+0.763675410776833i,-0.24759389069645552+0.31494632886864393i
2.8,70,4.365,17.77448773,-0.978376593,-7.978116048,0.4714617712307586+0.7589577289625066i,-0.24282657633862892+0.3167415522041831i
2.8,70,4.37,17.88335747,-0.972407975,-8.011310821,0.4802892784573152+0.7541307005228864i,-0.23803641565524544+0.3184583952461634i
2.8,70,4.375,17.9940177,-0.966415442,-8.045022178,0.4890842839798093+0.7491937358490014i,-0.23322386949238308+0.320095947287071i
2.8,70,4.38,18.10576316,-0.960438703,-8.07941447,0.4978328603570911+0.7441502059217102i,-0.22839059364116332+0.32164464761503747i
2.8,70,4.385,18.21850955,-0.954482961,-8.113823583,0.5065189051527101+0.7390099573846526i,-0.22356273212988623+0.32312406670268845i
2.8,70,4.39,18.33229737,-0.948546705,-8.148275925,0.515142558608254+0.7337732608132139i,-0.21873994782290743+0.32453408913986387i
2.8,70,4.395,18.44716961,-0.942628379,-8.182798657,0.5237039611446418+0.7284403403438459i,-0.21392192745266317+0.3258745267374303i
2.8,70,4.4,18.56317182,-0.936726385,-8.217419663,0.5322032508180482+0.7230113735105843i,-0.20910838690221356+0.32714512069641866i
2.8,70,4.405,18.68035205,-0.930839092,-8.252167511,0.5406405607547079+0.7174864912076586i,-0.20429907630965802+0.3283455441380358i
2.8,70,4.41,18.79876087,-0.92496484,-8.287071426,0.5490160165710153+0.7118657777800064i,-0.19949378496862763+0.32947540497975486i
2.8,70,4.415,18.91845141,-0.919101944,-8.322161249,0.5573297337854741+0.7061492712431444i,-0.1946923460003569+0.3305342491407033i
2.8,70,4.42,19.03947928,-0.913248702,-8.357467399,0.5655818152291624+0.7003369636335144i,-0.18989464077427867+0.33152156405771704i
2.8,70,4.425,19.1619027,-0.907403397,-8.393020839,0.5737723484614946+0.6944288014900278i,-0.18510060305569434+0.3324367824917054i
2.8,70,4.43,19.28578242,-0.901564304,-8.428853036,0.5819014031981177+0.6884246864671967i,-0.18031022286081108+0.33327928660237505i
2.8,70,4.435,19.41118183,-0.895729689,-8.464995923,0.5899690287578464+0.6823244760798205i,-0.17552355000130415+0.3340484122679723i
2.8,70,4.44,19.53816694,-0.889897817,-8.501481857,0.5979752515355827+0.6761279845788425i,-0.17074069730253802+0.33474345362541613i
2.8,70,4.445,19.66680647,-0.884066955,-8.538343586,0.6059200725081492+0.6698349839575883i,-0.1659618434816458+0.33536366780515214i
2.8,70,4.45,19.79717189,-0.878235369,-8.575614207,0.6138034647799832+0.6634452050872071i,-0.1611872356738161+0.33590827983414895i
2.8,70,4.455,19.92933752,-0.872401335,-8.61332713,0.6216253711755705+0.6569583389797474i,-0.1564171915973298+0.33637648767977235i
2.8,70,4.46,20.06338057,-0.866563133,-8.65151604,0.6293857018854683+0.6503740381769108i,-0.15165210135014004+0.33676746740676644i
2.8,70,4.465,20.19938129,-0.860719051,-8.690214865,0.6370843321726509+0.6436919182621236i,-0.14689242883304385+0.33708037841926775i
2.8,70,4.47,20.33742306,-0.854867388,-8.729457738,0.6447211001458228+0.6369115594932071i,-0.14213871279676862+0.33731436875966037i
2.8,70,4.475,20.47759255,-0.849006451,-8.769278965,0.6522958046062124+0.6300325085525126i,-0.13739156751253928+0.33746858043618083i
2.8,70,4.48,20.61997985,-0.843134557,-8.809712994,0.6598082029741803+0.6230542804110477i,-0.13265168306791908+0.3375421547514401i
2.8,70,4.485,20.76467868,-0.837250032,-8.850794386,0.6672580093018341+0.6159763603027351i,-0.12791982529188198+0.3375342376045015i
2.8,70,4.49,20.91178657,-0.831351211,-8.892557788,0.6746448923776076+0.6087982058045893i,-0.12319683531517765+0.33744398473979625i
2.8,70,4.495,21.06140508,-0.825436434,-8.935037905,0.6819684739285509+0.6015192490182731i,-0.11848362877407141+0.33727056691696083i
2.8,70,4.5,21.21364007,-0.819504048,-8.978269479,0.6892283269258476+0.5941388988481358i,-0.11378119466746807+0.3370131749766567i
2.8,70,4.505,21.36731127,-0.813601617,-9.022563194,0.6964109888851129+0.5866639494576833i,-0.10909076050102762+0.3366591529190194i
2.8,70,4.51,21.52266463,-0.807720438,-9.066908298,0.7035039250903722+0.5791102558401106i,-0.10443467214572372+0.3362458595668766i
2.8,70,4.515,21.67975192,-0.801859504,-9.111342621,0.7105073012516018+0.5714779861482777i,-0.09981248812682299+0.3357729142355837i
2.8,70,4.52,21.83862815,-0.79601777,-9.155905303,0.7174212670255385+0.56376726225288i,-0.0952238372375624+0.335239858640937i
2.8,70,4.525,21.99935149,-0.790194151,-9.200636752,0.7242459533406007+0.5559781604172834i,-0.0906684243474582+0.3346461627785025i
2.8,70,4.53,22.1619833,-0.784387537,-9.245578585,0.7309814697400808+0.5481107121123252i,-0.08614603574812353+0.33399123122022367i
2.8,70,4.535,22.32658813,-0.77859679,-9.290773576,0.7376279017511101+0.5401649049710177i,-0.08165654400491945+0.33327440979067663i
2.8,70,4.54,22.49323375,-0.772820758,-9.3362656,0.7441853082869305+0.5321406838826719i,-0.07719991228601046+0.33249499258274334i
2.8,70,4.545,22.6619911,-0.767058272,-9.382099573,0.75065371909005+0.5240379522255183i,-0.07277619814387296+0.3316522292701721i
2.8,70,4.55,22.83293435,-0.761308156,-9.428321394,0.7570331322238353+0.5158565732364853i,-0.0683855567279886+0.3307453326725077i
2.8,70,4.555,23.00614092,-0.755569229,-9.474977886,0.7633235116200774+0.507596371516336i,-0.0640282434113072+0.3297734865262409i
2.8,70,4.56,23.18169153,-0.749840308,-9.522116738,0.7695247846900053+0.49925713466795396i,-0.05970461581705424+0.3287358534147367i
2.8,70,4.565,23.35967022,-0.744120213,-9.569786442,0.7756368400061304+0.4908386150651082i,-0.05541513523655147+0.32763158280859633i
2.8,70,4.57,23.54016442,-0.73840777,-9.61803624,0.7816595250622117+0.48234053174860525i,-0.051160367432877364+0.3264598191675662i
2.8,70,4.575,23.72326508,-0.732701811,-9.666916065,0.787592644118466+0.4737625724463084i,-0.04694098282937929+0.3252197100549594i
2.8,70,4.58,23.9090667,-0.727001178,-9.716476489,0.7934359561390146+0.4651043957130759i,-0.042757756086225+0.32391041421579087i
2.8,70,4.585,24.09766747,-0.721304724,-9.766768669,0.7991891728283275+0.4563656331862561i,-0.038611565072308736+0.3225311095704406i
2.8,70,4.59,24.28916944,-0.715611313,-9.8178443,0.8048519567732405+0.44754589195197325i,-0.034503389243867595+0.3210810010766507i
2.8,70,4.595,24.48367865,-0.709919822,-9.86975557,0.8104239196968636+0.438644757017048i,-0.030434307445084414+0.31955932841401063i
2.8,70,4.6,24.68130533,-0.704229139,-9.922555117,0.8159046208304108+0.42966179388101144i,-0.026405495149714926+0.31796537344679326i
2.8,70,4.605,24.88216412,-0.698538165,-9.976295994,0.8212935654087232+0.4205965512023049i,-0.02241822116634922+0.31629846742302725i
2.8,70,4.61,25.08637431,-0.69284581,-10.03103163,0.8265902032949127+0.41144856355242404i,-0.01847384383326887+0.3145579978700366i
2.8,70,4.615,25.29406017,-0.687150993,-10.08681582,0.8317939277392085+0.40221735425141625i,-0.014573806731962112+0.3127434151492948i
2.8,70,4.62,25.50535122,-0.681452641,-10.14370267,0.8369040742767676+0.3929024382778532i,-0.010719633951186653+0.31085423863632383i
2.8,70,4.625,25.72038264,-0.675749684,-10.20174661,0.8419199197687727+0.3835033252460875i,-0.006912924935999744+0.3088900624944598i
2.8,70,4.63,25.93696344,-0.670101365,-10.26153414,0.846828755639144+0.37403061456699865i,-0.0031553758457092754+0.30683177313071575i
2.8,70,4.635,26.15629301,-0.664476828,-10.3214453,0.8516246818932712+0.36450498487604943i,5.427417405280267E-4+0.3047383039459946i
2.8,70,4.64,26.37842574,-0.658875878,-10.38153719,0.8563078074564167+0.35492652074250214i,0.004181922536359956+0.3026088838367286i
2.8,70,4.645,26.60341879,-0.65329829,-10.4418694,0.8608782080124033+0.3452952673096311i,0.007762525733518975+0.30044267643725564i
2.8,70,4.65,26.83133199,-0.647743816,-10.50250395,0.8653359234844906+0.3356112319636438i,0.01128477004513982+0.29823879177858836i
2.8,70,4.655,27.06222775,-0.642212187,-10.56350523,0.8696809555860018+0.3258743861459104i,0.014748729698713497+0.29599629832258384i
2.8,70,4.66,27.29617089,-0.636703125,-10.62493985,0.8739132654489812+0.3160846673057665i,0.018154331409386094+0.2937142352915938i
2.8,70,4.665,27.5332286,-0.631216342,-10.68687661,0.8780327713390501+0.306241980990647i,0.021501352357220806+0.2913916252109179i
2.8,70,4.67,27.77347031,-0.625751549,-10.74938637,0.8820393464645027+0.2963462030698163i,0.024789419184674175+0.2890274865792684i
2.8,70,4.675,28.01696756,-0.620308458,-10.812542,0.8859328168875219+0.2863971820874637i,0.028018008022959204+0.2866208465810488i
2.8,70,4.68,28.26379393,-0.614886788,-10.8764182,0.8897129595452216+0.27639474174044604i,0.03118644554824645+0.28417075375355705i
2.8,70,4.685,28.51402494,-0.609486266,-10.94109152,0.893379500387957+0.26633868347547895i,0.03429391106086387+0.28167629052226845i
2.8,70,4.69,28.76773799,-0.604106633,-11.00664016,0.8969321126421465+0.2562287892001163i,0.03733943957286962+0.2791365855181459i
2.8,70,4.695,29.02501224,-0.598747643,-11.07314397,0.9003704152045037+0.24606482410139197i,0.04032192588166686+0.27655082559246214i
2.8,70,4.7,29.2859286,-0.593409067,-11.1406843,0.9036939711742998+0.23584653956556673i,0.04324012959978176+0.2739182674468932i
2.8,70,4.705,29.55056969,-0.588090694,-11.20934397,0.9069022865299233+0.2255736761919983i,0.0460926811036107+0.2712382487996444i
2.8,70,4.71,29.81901979,-0.582792329,-11.27920715,0.9099948089556094+0.21524596689374778i,0.048878088356936696+0.2685101990120662i
2.8,70,4.715,30.09136489,-0.5775138,-11.35035935,0.9129709268238373+0.20486314007715606i,0.05159474455838942+0.26573364910458935i
2.8,70,4.72,30.3676927,-0.572254951,-11.42288732,0.9158299683384414+0.19442492289226282i,0.0542409365558448+0.2629082410957959i
2.8,70,4.725,30.64809271,-0.567015642,-11.49687903,0.918571200843042+0.18393104454561604i,0.05681485396509811+0.2600337366040171i
2.8,70,4.73,30.93265629,-0.561795753,-11.57242362,0.9211938302989167+0.17338123966670335i,0.05931459892505329+0.257110024656946i
2.8,70,4.735,31.22147687,-0.556595174,-11.64961137,0.9236970009359574+0.16277525171896903i,0.061738196417204766+0.25413712866130533i
2.8,70,4.74,31.51465006,-0.551413808,-11.7285337,0.9260797950797877+0.15211283644613113i,0.0640836050733938+0.25111521249156143i
2.8,70,4.745,31.81227391,-0.546251567,-11.80928319,0.9283412331576689+0.14139376534429882i,0.06634872839273519+0.24804458566394816i
2.8,70,4.75,32.1144492,-0.541108368,-11.89195353,0.9304802738851697+0.13061782915021058i,0.06853142628626119+0.2449257075695738i
2.8,70,4.755,32.41768013,-0.536043679,-11.97413482,0.9324801298721128+0.11985632846043685i,0.07065135584917573+0.24182849181725077i
2.8,70,4.76,32.72467274,-0.531011865,-12.05716248,0.9343521531580339+0.10906632924396281i,0.07269794749560414+0.23871679672483387i
2.8,70,4.765,33.03543437,-0.526013612,-12.14114359,0.9360960434316365+0.09824778771415231i,0.07467042539880406+0.23558956857741375i
